title,text,source,label
More than £1bn pledged for Sudan as humanitarian crisis deepens,"More than £1bn pledged for Sudan as humanitarian crisis deepens Donors exceed funding target at Berlin conference but prospects for ceasefire remain distant  More than £1bn (€1.15bn) has been pledged for war-ravaged Sudan at a conference in Berlin, eclipsing the funding target organisers had set to help mitigate the world’s largest humanitarian crisis.  The financial commitments made on Wednesday will also help offset a chronic humanitarian funding shortfall in a country  devastated  by three years of conflict, where two-thirds of its population – 34m people – require assistance.   Continue reading...",The Guardian World,2
"No, long-serving Ugandan president Museveni not hospitalised or dead","No, long-serving Ugandan president Museveni not hospitalised or dead Many viral&nbsp;social media&nbsp;",Africa Check,2
Tom Cruise To Reprise Epic Role In ‘Top Gun 3’,"Tom Cruise To Reprise Epic Role In ‘Top Gun 3’ He's reprising his role, as is producer Jerry Bruckheimer",CheckYourFact,2
Satirical post about Liz Truss blaming ‘transgender mafia’ for Italian chocolate heist shared as genuine,Satirical post about Liz Truss blaming ‘transgender mafia’ for Italian chocolate heist shared as genuine A post suggesting the former PM blamed the theft of a large shipment of KitKats on an “underground transgender mafia” was first shared by a satire account.,FullFact,2
FACT CHECK : Claim Of White Hats  Going Hamas On The Deep State  Originates As Satire,FACT CHECK : Claim Of White Hats  Going Hamas On The Deep State  Originates As Satire,checkyourfact.com,2
"Australia fuel watch tracker: check current petrol and diesel prices, service station outages and shipments – in charts","Australia fuel watch tracker: check current petrol and diesel prices, service station outages and shipments – in charts How much fuel does Australia have left today, and when could we run out? Track how much petrol and diesel prices have risen near you in Sydney, Melbourne and across the country.    Get our  breaking news email ,  free app  or  daily news podcast     The federal government has  released  fuel reserves, cut fuel excise taxes and rolled out a  national fuel security plan  as Australia battles a fuel crisis.  While we know there have been outages and price increases, it can be difficult to get a full picture of what is happening – this is partly due to the thousands of independent businesses and different governments involved. We have brought together the latest data on prices, outages and oil tanker deliveries.   Continue reading...",The Guardian World,2
"Iran's president condemns 'insult' to Pope Leo XIV, calls 'desecration of Jesus' unacceptable","Iran's president condemns 'insult' to Pope Leo XIV, calls 'desecration of Jesus' unacceptable Masoud Pezeshkian's post came about 12 hours after U.S. President Donald Trump attacked Pope Leo XIV on Truth Social.",Snopes Fact Checks,2
Telangana’s highest temperature near 45°C on April 16; 10 districts record above 44°C,Telangana’s highest temperature near 45°C on April 16; 10 districts record above 44°C Jagtial records the highest of 44.4°C,The Hindu,2
Influencer Dies On Vacation To Exotic Destination With Fiancé. Family Says They’ve Been Kept Out Of The Loop,Influencer Dies On Vacation To Exotic Destination With Fiancé. Family Says They’ve Been Kept Out Of The Loop 'Devastating',CheckYourFact,2
"Full Zuffa Boxing 4 card , Start Time | Opetaia vs . Glanton","Full Zuffa Boxing 4 card , Start Time | Opetaia vs . Glanton",mmamania.com,2
‘A dollar or two increase is devastating’: US consumers on toll of rising gas prices,"‘A dollar or two increase is devastating’: US consumers on toll of rising gas prices Guardian readers describe how their lives have been upended by cost hikes stemming from Trump’s Iran war  With the US and Israel’s war on Iran now in its seventh week, with a  fragile ceasefire  in place since earlier this month, Americans are continuing to feel the effects at the pump as  global fuel prices   rise .  For several readers who spoke to the Guardian, the impact has  forced difficult trade-offs  – from accessing essential medicines and groceries to facing the brink of homelessness amid an already  rising cost of living .   Continue reading...",The Guardian World,2
"FACT CHECK : Is A New $1 , 000 Stimulus Check Being Offered To Americans As Of November 2024 ?","FACT CHECK : Is A New $1 , 000 Stimulus Check Being Offered To Americans As Of November 2024 ?",checkyourfact.com,2
‘Seeking connection’: the video game where players stopped shooting and started talking,"‘Seeking connection’: the video game where players stopped shooting and started talking In a post-apocalyptic landscape of cutthroat scavengers, surprisingly peaceful players are opting to team up and open up – a phenomenon that’s intriguing game developers and psychologists alike  The video game Arc Raiders is set in a lethal imagining of an apocalyptic future for humanity. Survivors have been forced to live deep underground in colonies while mysterious, murderous AI machines patrol the surface. Only the desolate ruins of former cities survive, and reckless human “raiders” take trips topside to conduct dangerous scavenging missions.  For all the menace of these armed robots, called Arcs, the deadly droids are not the biggest threat in this hugely popular game,  which was released late last year  and has sold more than 14m copies. Raiders operate with the constant anxiety that another person will shoot them on sight and steal their loot. Mercilessness is rewarded in this kind of competitive, high-stakes world.   Continue reading...",The Guardian Tech,2
"No, cabinet secretary Wandayi didn’t lecture Kenyans or refuse to resign over fuel scandal – graphics fabricated","No, cabinet secretary Wandayi didn’t lecture Kenyans or refuse to resign over fuel scandal – graphics fabricated In April 2026, top officials in the Kenyan energy sector&nbsp;resigned after being&nbsp;",Africa Check,2
Iran-Israel war LIVE: Hezbollah says 'finger on the trigger' if Israel violates truce,"Iran-Israel war LIVE: Hezbollah says 'finger on the trigger' if Israel violates truce A 10-day ceasefire agreed between Israel and Lebanon took effect on Thursday (April 16, 2026)",The Hindu,2
Elon Musk Amplifies Baseless Claim About COVID-19 Vaccine,"Elon Musk Amplifies Baseless Claim About COVID-19 Vaccine Elon Musk this week amplified an unfounded claim, based on a distortion of vaccine safety monitoring data, that COVID-19 vaccines killed tens of thousands of people in Germany. The vaccines saved millions of lives worldwide during a deadly pandemic, and serious side effects or deaths from vaccination are rare. 
 The post  Elon Musk Amplifies Baseless Claim About COVID-19 Vaccine  appeared first on  FactCheck.org .",FactCheck.org,2
Tech Now,"Tech Now Paul Carter checks out the newest phones, gadgets and trends from MWC Barcelona.",BBC Technology,2
Meta pulls Facebook ads recruiting for social media addiction lawsuits,Meta pulls Facebook ads recruiting for social media addiction lawsuits The Facebook owner recently lost a landmark social media addiction trial in California,BBC Technology,2
'I'd run the M4 naked' - Williams targets snooker history,'I'd run the M4 naked' - Williams targets snooker history Mark Williams could cause traffic chaos on the motorway if he surpasses Ronnie O'Sullivan as the oldest ever world champion.,BBC News,2
"UAE introduces first-ever weight loss pill Foundayo, here’s how much it may cost and where to get it","UAE introduces first-ever weight loss pill Foundayo, here’s how much it may cost and where to get it The UAE has approved Foundayo (orforglipron), Eli Lilly's once-daily oral obesity pill, becoming one of the first countries globally to offer a needle-free alternative. This GLP-1 receptor agonist mimics natural hormones to regulate appetite and blood sugar, aiding weight loss and improving metabolic health. Available by prescription from May 2026, it's intended for long-term use alongside lifestyle changes.",Times of India,2
FACT CHECK : Claim That ABC CEO Announced Plans To Cancel  The View  Is Satire,FACT CHECK : Claim That ABC CEO Announced Plans To Cancel  The View  Is Satire,checkyourfact.com,2
Could the US withdraw from NATO?,Could the US withdraw from NATO? Could the US withdraw from NATO?,Al Jazeera,2
"Claim of Stormy Daniels , Mike Johnson  business relationship  began as satire","Claim of Stormy Daniels , Mike Johnson  business relationship  began as satire",news.yahoo.com,2
Replaced review – nostalgic cyberpunk tribute has few ideas of its own,"Replaced review – nostalgic cyberpunk tribute has few ideas of its own PC, Xbox; Sad Cat Studios  This pulpy sci-fi thriller is a beautiful, if deferential, homage to the genre greats, with a poignant real-world echo  For all of cyberpunk’s cautionary tales of shady corporations and transhumanist folly, it is the genre’s arresting imagery that looms largest in the pop culture imagination. Petroleum flares light up the perpetually rainy Los Angeles of Blade Runner; in the novel  Neuromancer , the sky is the “colour of television, tuned to a dead channel”.  Replaced, a new 2D action-platformer from Belarus-based outfit Sad Cat Studios, leans into the steel and sprawl that the genre is famed for. The game also offers a wrinkle to cyberpunk’s longstanding, somewhat overfamiliar visual palette: it floods the screen with softly diffusing sepia and warm primary colours, particularly in the densely populated residential areas you’re able to explore. The mood is comforting rather than ominous, cosy rather than clinical, as if this dystopian sci-fi has been touched by an unlikely hand – that of cottagecore godfather Thomas Kinkade.  Replaced is out now; £16.99/$19.99   Continue reading...",The Guardian Tech,2
Wrestler Dunia Sibomana-Rodriguez Achieves Championship Glory After Chimpanzee Attack Left Life Completely Out Of Wack,"Wrestler Dunia Sibomana-Rodriguez Achieves Championship Glory After Chimpanzee Attack Left Life Completely Out Of Wack Talk about a turnaround, wow",CheckYourFact,2
Liz Kendall urges UK public to embrace AI as government makes first £500m fund investment,"Liz Kendall urges UK public to embrace AI as government makes first £500m fund investment Technology secretary plays down fears over jobs and cyber security as stake taken in British startup  The UK technology secretary has urged the country to “make AI work for Britain”, brushing off fears about its impact on jobs and cybersecurity as the government announced its first investment under a £500m sovereign AI fund.  
 Liz Kendall said the UK had to “seize” the opportunity offered by AI despite concerns underlined this month when US startup Anthropic revealed it had developed an AI model that posed a  potentially significant cyber threat .   
 Asked how the government makes the case for embracing a technology that could disrupt jobs and now cybersecurity, Kendall said: “We have to seize this to make it work, for Britain, for our jobs, for solving the biggest challenges we face as a world.”  Speaking on Thursday as the government unveiled its first investment in a UK company as part of a £500m sovereign AI fund, Kendall acknowledged “people are worried about the risks and what it means for their jobs”, but AI entrepreneurs also believed they can “make it work … they can create jobs”.   Continue reading...",The Guardian Tech,2
How Pakistan secured ‘biggest diplomatic win in years’ with Iran ceasefire,"How Pakistan secured ‘biggest diplomatic win in years’ with Iran ceasefire Analysts say Pakistani officials’ efforts led to breakthrough that has helped avert catastrophe, at least for now     Middle East crisis – live updates     Pakistan’s leaders had almost lost hope. After more than two weeks of frantic negotiations, phonecalls and diplomatic summits to try to end the US-Israeli war with Iran, it looked like the conflict might instead be escalating  into Islamabad’s worst nightmare .  In a cabinet meeting held at about 5pm on Tuesday, Pakistan’s prime minister, Shehbaz Sharif, was morose. “We should brace ourselves for the impact of the war,” he told his cabinet ministers. “The situation has really become very bleak. The chance of peace has become dim.”   Continue reading...",The Guardian World,2
What Do We Know About ‘Birth Tourism’?,"What Do We Know About ‘Birth Tourism’? Q: How real is birth tourism? 
 A:&#160;The government doesn&#8217;t provide estimates of the extent of so-called birth tourism &#8212; pregnant women coming to the U.S. on tourism visas in order to obtain birthright U.S. citizenship for their newborn child. One outside group has estimated it may be more than 20,000 births per year. Some argue it&#8217;s not common enough to justify upending longstanding birthright citizenship policies. 
    
 FULL ANSWER 
 As the reader who asked us about this noted, 
 The post  What Do We Know About &#8216;Birth Tourism&#8217;?  appeared first on  FactCheck.org .",FactCheck.org,2
Former New Zealand prime minister is vaccinated and boosted against COVID - 19,Former New Zealand prime minister is vaccinated and boosted against COVID - 19,yahoo.com,2
"FACT CHECK : No , BBC News Did Not Publish This Video About Bellingcat Reporting On A Former Ukrainian Official","FACT CHECK : No , BBC News Did Not Publish This Video About Bellingcat Reporting On A Former Ukrainian Official",checkyourfact.com,2
